  0.0000000000000000  5.5000000000000000  0.4000000000000000  0.1254600000000000  0.0244800000000000
  0.9257406231671792  5.5000000000000000  0.5646612591168167  0.0219642885511042  0.0017935046992500
  0.8558407483349070  5.5000000000000009  0.5330404991275065  0.0241691677481247  0.0025905483653493
  0.7834619501065052  5.4999999999999991  0.5036427872110489  0.0271765516350561  0.0035178638672531
  0.7068459223522205  5.5000000000000000  0.4780028649867716  0.0315557304758629  0.0046675945213071
  0.6251567490430828  5.5000000000000000  0.4571178279525598  0.0378257057459905  0.0061129459698442
  0.5730561206887538  5.5000000000000009  0.4466751478082339  0.0427226031682037  0.0071531937909884
  0.5528067755053494  5.5000000000000000  0.4431250305407488  0.0448194884306957  0.0075823227472852
  0.5180730232691076  5.5000000000000000  0.4376111341857304  0.0486732071743802  0.0083507189230266
  0.4893203943432902  5.5000000000000000  0.4335319683115503  0.0521119867174231  0.0090176427053342
  0.4393527930971814  5.4999999999999991  0.4273445438154256  0.0585890491164477  0.0102434857671762
  0.3863297746419319  5.4999999999999991  0.4218738615157321  0.0660285696572450  0.0116384597356970
  0.3564962198166118  5.5000000000000000  0.4192214239229531  0.0704105498070783  0.0124666219510227
  0.3051306210738933  5.5000000000000000  0.4152534015782853  0.0781833086445475  0.0139666256024172
  0.2368737536088056  5.5000000000000009  0.4108926345101519  0.0887350932404908  0.0161073543294357
  0.1961588780622287  5.5000000000000000  0.4086514603198611  0.0950475275452321  0.0174618176403518
  0.1139652726666165  5.5000000000000009  0.4047164978893987  0.1077908241257678  0.0203314302502193
  1.0000000000000000  5.5000000000000000  0.6000000000000000  0.0200000000000000  0.0010000000000000
