X	Y
0.011722043301555933	-0.01041467118146999
0.019945336577599462	-0.00935625534460644
0.030741881379944477	-0.004596548777235996
0.04988268126826029	0.0005780849288384316
0.07133019474123552	0.006583276178657613
0.0948087413948499	0.012256525717513607
0.11860164810100784	0.017615415203826076
0.14277291209635687	0.022465843128641968
0.16729088639574158	0.02696885748308537
0.19219284411501167	0.0309577841453379
0.21752098123437436	0.03465133894614015
0.24316910453697482	0.03789339675872551
0.2691681577416318	0.04078522793559124
0.295551194366174	0.04342317996487707
0.3222563269729645	0.04573903601191473
0.3493370038035989	0.047941666178729775
0.37662514420358534	0.04993612950985605
0.40420584339967486	0.051768841583521436
0.4320917601859297	0.053296336067021534
0.4604798091366501	0.054583313463340666
0.48930739954786195	0.05543074939916829
0.5186793181037465	0.055864664728965514
0.5486454967142155	0.05583512754282048
0.5792551640228442	0.05529220593082137
0.6105033971652748	0.054111421751356976
0.6424963893583623	0.052316686059878055
0.67527282025063	0.04986861594152455
0.7088678531589169	0.04673204807945715
0.7413137488728948	0.04304693247469635
0.7726083975935534	0.039074180938189894
0.8025000299723231	0.03480394774122279
0.8329479460234909	0.029978837404531215
0.8640344279084606	0.024645968772679844
0.8957299384410875	0.018703368226834657
0.9281223859134697	0.012194638279876404
0.9585048981953163	0.005604329437850926
0.9789783877918423	0.0009494095546616577
0.9890576009306653	-0.0014170816686246222
0.9910126813469314	-0.0016730706152148767
0.9924100715581261	-0.0016322811676812649
0.9932617270919745	-0.0013073721200859418
0.9937357286029685	-0.0007356165882785881
0.9935352976969843	0.00011814874458011739
0.9933503386504096	0.0008263379457240354
0.9916519504470703	0.0029171487649900414
0.9882952602215888	0.0054896970249547405
0.9835341471215447	0.008551015388985997
0.9772947681815757	0.011652419934214078
0.9696333847086246	0.014869160158675131
0.9606182135373595	0.01813231596136409
0.9438621897970864	0.023515819769464083
0.9186318066985371	0.031489453495948436
0.8857034702775236	0.04154053598129985
0.8519748167652473	0.05134688178144959
0.8187778326035814	0.06049004742600975
0.7861652627677851	0.06904950201103718
0.754125151730133	0.0770350912652469
0.7204555725901466	0.08482095287980927
0.6854202502241211	0.0924035705230404
0.6490620838786003	0.09947913313744848
0.6135703416600004	0.10568827162493573
0.5788149192960159	0.11089877191418626
0.5449224047272683	0.11524706767453666
0.5118266909180996	0.11866845840300255
0.4795123060091007	0.12117700942631968
0.4479616683418519	0.12279100566924452
0.41722330329359136	0.12359272929318102
0.387218445034599	0.12353084185554382
0.3579822568817143	0.12256877350682
0.32954779235276604	0.12067487726185419
0.30197834541806506	0.1179159634226411
0.27518811758452344	0.1142463196772896
0.2491131116154936	0.10960054225647856
0.22394039635656074	0.1041832816642128
0.1995349446710618	0.09786865322620761
0.1758812846995876	0.09067001900286188
0.15308982925701353	0.08274069105559508
0.1310782961819356	0.07403214400716891
0.10978198497136943	0.06460696856155741
0.0892297295451233	0.054569248136604936
0.06926048191207311	0.043948519918456525
0.049969183027685014	0.03264984295164602
0.0319416537505021	0.02191799865228535
0.017768023998908727	0.010730437766687091
0.006209841753824027	0.006209841753824027
0.002755397507529166	-0.00014135653369406903
0.005794211348783257	-0.005794211348783257
0.011722043301555933	-0.01041467118146999
