X	Y	Z
0.467	105.167	0.0
0.182	101.712	0.0
-0.102	98.257	0.0
-0.38	94.802	0.0
-0.628	91.347	0.0
-0.831	87.892	0.0
-1.004	84.437	0.0
-1.117	80.982	0.0
-1.192	77.527	0.0
-1.242	74.072	0.0
-1.341	70.618	0.0
-1.407	67.163	0.0
-1.441	63.708	0.0
-1.439	60.253	0.0
-1.422	56.798	0.0
-1.429	53.343	0.0
-1.429	49.888	0.0
-1.395	46.433	0.0
-1.356	42.978	0.0
-1.313	39.523	0.0
-1.27	36.068	0.0
