X	Y	Z
15.981	102.995	0.0
16.176	100.239	0.0
16.39	97.484	0.0
16.64	94.728	0.0
16.897	91.973	0.0
17.129	89.217	0.0
17.313	86.462	0.0
17.445	83.706	0.0
17.561	80.951	0.0
17.665	78.195	0.0
17.756	75.44	0.0
17.79	72.684	0.0
17.783	69.928	0.0
17.785	67.173	0.0
17.822	64.417	0.0
17.862	61.662	0.0
17.898	58.906	0.0
17.961	56.151	0.0
17.895	53.395	0.0
17.841	50.64	0.0
17.789	47.884	0.0
