x_s	r_s
0.0	0.0
-21.00334	87.728516
-15.238214	88.518215
-9.472585	89.30775
-6.590009	89.7026
-0.707	90.238
1.35768	90.472452
5.446081	90.570477
9.534482	89.668788
14.20694	89.813183
17.062	90.211
19.492925	90.481716
25.425061	91.25492
31.961715	91.707916
38.62798	92.048139
45.39551	92.240843
52.137207	92.030517
57.971122	91.226848
67.62676	89.219284
0.0	0.0
-21.00334	93.695604
-15.238214	94.219655
-9.472585	94.743596
-6.590009	95.005622
-0.347	95.26
1.35768	95.406075
5.446081	95.27788
9.534482	94.311018
14.20694	94.195788
16.674	94.355
19.492925	94.570377
25.425061	95.092944
31.961715	95.399098
38.62798	95.629036
45.39551	95.759275
52.137207	95.617127
57.971122	95.073971
67.62676	93.717169
0.0	0.0
-21.00334	99.458325
-15.238214	99.725825
-9.472585	99.993269
-6.590009	100.12702
0.05	100.11
1.35768	100.170726
5.446081	99.824057
9.534482	98.869231
14.20694	98.499075
16.305	98.424
19.492925	98.58504
25.425061	98.861505
31.961715	99.023476
38.62798	99.145125
45.39551	99.214028
52.137207	99.138824
57.971122	98.851467
67.62676	98.13365
0.0	0.0
-21.00334	105.467
-15.238214	105.467
-9.472585	105.467
-6.590009	105.467
0.467	105.167
1.35768	105.138733
5.446081	104.564267
9.534482	103.9898
14.20694	103.333267
15.981	102.995
19.492925	103.095
25.425061	103.095
31.961715	103.095
38.62798	103.095
45.39551	103.095
52.137207	103.095
57.971122	103.095
67.62676	103.095
0.0	0.0
-21.579776	105.467
-21.00334	105.467
-20.426904	105.467
-19.850415	105.467
-19.273926	105.467
-18.697438	105.467
-18.120922	105.467
-17.544381	105.467
-16.967865	105.467
-16.391297	105.467
-15.814756	105.467
-15.238214	105.467
-14.661646	105.467
-14.085078	105.467
-13.508509	105.467
-12.931941	105.467
-12.355373	105.467
-11.778805	105.467
-11.202237	105.467
-10.625695	105.467
-10.049127	105.467
-9.472585	105.467
-8.89607	105.467
-8.319555	105.467
-7.743039	105.467
-7.166524	105.467
-6.590009	105.467
-6.013547	105.467
-5.437058	105.467
-4.860622	105.467
-4.28416	105.467
-3.70775	105.467
-3.131341	105.467
-2.554932	105.467
-1.978549	105.467
-1.402192	105.467
-0.394491	105.384933
0.189566	105.302867
0.773623	105.2208
1.35768	105.138733
1.941738	105.056667
2.525795	104.9746
3.109852	104.892533
3.693909	104.810467
4.277966	104.7284
4.862024	104.646333
5.446081	104.564267
6.030138	104.4822
6.614195	104.400133
7.198253	104.318067
7.78231	104.236
8.366367	104.153933
8.950424	104.071867
9.534482	103.9898
10.118539	103.907733
10.702596	103.825667
11.286653	103.7436
11.870711	103.661533
12.454768	103.579467
13.038825	103.4974
13.622882	103.415333
14.20694	103.333267
14.790997	103.2512
15.375054	103.169133
15.959111	103.087067
16.065489	103.095
16.643169	103.095
17.217567	103.095
17.789	103.095
18.35821	103.095
18.925912	103.095
19.492925	103.095
20.058695	103.095
20.623035	103.095
21.189122	103.095
21.760211	103.095
22.340167	103.095
22.933622	103.095
23.541898	103.095
24.16137	103.095
24.789841	103.095
25.425061	103.095
26.065336	103.095
26.709979	103.095
27.358301	103.095
28.009719	103.095
28.663678	103.095
29.319861	103.095
29.978028	103.095
30.637889	103.095
31.29918	103.095
31.961715	103.095
32.625255	103.095
33.289669	103.095
33.95485	103.095
34.620693	103.095
35.287172	103.095
35.954126	103.095
36.621505	103.095
37.289492	103.095
37.958246	103.095
38.62798	103.095
39.298772	103.095
39.970782	103.095
40.644089	103.095
41.318773	103.095
41.994832	103.095
42.672374	103.095
43.351345	103.095
44.031666	103.095
44.713151	103.095
45.39551	103.095
46.078239	103.095
46.760598	103.095
47.441819	103.095
48.121531	103.095
48.799575	103.095
49.475529	103.095
50.148836	103.095
50.818093	103.095
51.481686	103.095
52.137207	103.095
52.782114	103.095
53.414185	103.095
54.031248	103.095
54.632934	103.095
55.21919	103.095
55.791179	103.095
56.350278	103.095
56.898447	103.095
57.438146	103.095
57.971122	103.095
58.498805	103.095
59.022756	103.095
59.54406	103.095
60.063114	103.095
60.580157	103.095
61.095267	103.095
61.608393	103.095
62.119454	103.095
62.628556	103.095
63.1357	103.095
63.641018	103.095
64.144536	103.095
64.646386	103.095
65.146701	103.095
65.645402	103.095
66.142753	103.095
66.804017	103.095
67.298086	103.095
67.62676	103.095
0.0	0.0
