 TT
 Blade row:            2
 Non-dimensional quantities: 
 section    m'sLE           m'sTE           m'blade_LE          m'blade_TE chord           pitch      
 1   0.4895960832313341  0.4895960832313341 -0.0000000000000000  0.0000000000000000  0.0000000000000000  0.1903995547630178
 2   0.4000000000000000  0.4000000000000000 -0.0000000000000000  0.0000000000000000  0.0000000000000000  0.1903995547630178
