X	Y
-0.008197737057603922	0.9920563011630541
-0.007364420782710206	0.9831526517910442
-0.0036178006113307586	0.9693686049659442
0.0004548793255931722	0.9469595459490862
0.005181684226317451	0.9217212932429903
0.009647428974671997	0.8946523164046641
0.013865561766486068	0.8674633675035452
0.017683315815804488	0.8402115423885931
0.02122785914985481	0.8128271227814297
0.0243675410094664	0.7853777035610915
0.027274474707927744	0.7576843293497453
0.02982644681647471	0.729950020717761
0.03210273091052187	0.7020821738605247
0.034179179533211444	0.6739862975073415
0.03600211786785649	0.6457676178922437
0.03773587343016014	0.6172434047052355
0.03930541944339073	0.5886397999761828
0.040748151329284006	0.5598435557402073
0.041950467223071775	0.5309307604737116
0.04296368260883934	0.5016641832836024
0.043630430002058386	0.47222962161225746
0.043972179329403664	0.4425065135637339
0.0439487039700175	0.41247527667743816
0.04352154680249342	0.3821173901924476
0.04259196975745343	0.3515159026163393
0.04117920139560078	0.3205491903534995
0.03925245242648426	0.28920227164190804
0.03678388272540471	0.25746169828573545
0.033882965325077515	0.22721576213269196
0.030755787928254535	0.19830214109978572
0.02739515457050083	0.17097953600678484
0.02359698298177589	0.143444944879528
0.01939925841696587	0.11558559161965758
0.014721645600985458	0.08749360816526701
0.009598590789818371	0.059054684851807565
0.0044114800985171855	0.03268218299748081
0.0007472006349344276	0.015044284334257587
-0.0011153744874179054	0.0064072395462312125
-0.001316979458226705	0.004605417238370706
-0.0012850105014746952	0.0031788467807985507
-0.0010290229141984547	0.002123163408201741
-0.0005792161536987749	0.001292442399169812
9.319363776416132e-05	0.0009627256680928108
0.0006503500316377485	0.0007085075802677885
0.0022961024879008048	0.0011127792215561187
0.00432076375998473	0.0028806271399532345
0.0067304681126537464	0.005752642715910541
0.009171905488814611	0.01008213600652128
0.01170394123687785	0.015766358076984715
0.014272428673636183	0.02277912033542281
0.018509672059523412	0.03623769722812868
0.024786204579624636	0.05658363785149632
0.032697636626021445	0.08335887778092035
0.04041619323223546	0.111089293514112
0.04761286546697018	0.13869796768505985
0.05435005767753856	0.16608380289178426
0.0606359095614162	0.19325104593296819
0.06676427599413541	0.222177171428663
0.07273279764309458	0.2525988778605276
0.07830176631596866	0.28466232588323237
0.08318935973349365	0.31639546734170976
0.08729070556152731	0.34800981640369544
0.09071350733333382	0.37929515653438456
0.09340621363156767	0.4103578936341104
0.09538097501912723	0.44120369010111693
0.09665123969184178	0.4718391520666886
0.09728236116277629	0.5021648336616671
0.09723375891118283	0.5322922133514789
0.09647641314606142	0.5622072531071446
0.094985550875095	0.5918978023657658
0.09281413911519004	0.6212585169266798
0.08992572617765146	0.650402880688025
0.08626887861176381	0.6794369456502442
0.08200485680084815	0.7080456229443904
0.07703433284237607	0.7364430220040613
0.07136827763294515	0.7646344513276102
0.0651270171352382	0.7924159466116272
0.05827221219447886	0.8199001659878393
0.05085364472856137	0.8471111746487834
0.04295259374561171	0.8739571945562561
0.034593006471536354	0.9005809653326559
0.025699384263083335	0.9269459173226574
0.01725214778285764	0.9516920132480544
0.008446174780554963	0.9728558165177752
0.004887593417524976	0.9872554132186389
-0.00011112456553650629	0.9946645433541498
-0.004560471952309762	0.9951299217098202
-0.008197737057603922	0.9920563011630541
