X	Y	Z
0.467	105.167	0.0
0.05	100.11	0.0
-0.347	95.26	0.0
-0.707	90.238	0.0
-0.988	84.922	0.0
-1.173	79.254	0.0
-1.213	75.639	0.0
-1.237	74.234	0.0
-1.306	71.824	0.0
-1.364	69.829	0.0
-1.42	66.362	0.0
-1.449	62.683	0.0
-1.441	60.613	0.0
-1.422	57.049	0.0
-1.431	52.313	0.0
-1.429	49.488	0.0
-1.366	43.785	0.0
-1.27	36.068	0.0
